Country,Year,Value
Curacao,1980,0.022883456
Curacao,1985,0.029220414
Curacao,1990,0.029220414
Curacao,1995,0.029220414
Curacao,2000,0.029220414
Curacao,2001,0.029220414
Curacao,2002,0.029220414
Curacao,2003,0.029220414
Curacao,2004,0.029220414
Curacao,2005,0.029220414
Curacao,2006,0.029220414
Curacao,2007,0.029220414
Curacao,2008,0.029220414
Curacao,2009,0.029220414
Curacao,2010,0.029220414
Curacao,2011,0.029220414
Curacao,2012,0.029220414
Curacao,2013,0.035909424
Curacao,2014,0.035909424
Curacao,2015,1.003351546
Curacao,2016,1.003351546
Curacao,2017,1.003351546
Curacao,2018,1.007928238
Curacao,2019,1.007928238
Curacao,2020,1.007928238
Curacao,2021,1.007928238
Sint Maarten,1950,0
Sint Maarten,1960,0
Sint Maarten,1970,0
Sint Maarten,1980,0
Sint Maarten,1985,0
Sint Maarten,1990,0
Sint Maarten,1995,0
Sint Maarten,2000,3.639846743
Sint Maarten,2001,3.639846743
Sint Maarten,2002,3.639846743
Sint Maarten,2003,3.639846743
Sint Maarten,2004,3.639846743
Sint Maarten,2005,3.639846743
Sint Maarten,2006,3.639846743
Sint Maarten,2007,3.639846743
Sint Maarten,2008,3.639846743
Sint Maarten,2009,3.639846743
Sint Maarten,2010,5.153256705
Sint Maarten,2011,5.153256705
Sint Maarten,2012,5.153256705
Sint Maarten,2013,5.153256705
Sint Maarten,2014,5.153256705
Sint Maarten,2015,5.153256705
Sint Maarten,2016,5.153256705
Sint Maarten,2017,5.153256705
Sint Maarten,2018,5.153256705
Sint Maarten,2019,5.153256705
Sint Maarten,2020,5.153256705
Sint Maarten,2021,5.153256705
Bonaire,1950,0
Bonaire,1960,0
Bonaire,1970,0
Bonaire,1980,0.157599855
Bonaire,1985,0.157599855
Bonaire,1990,11.03054401
Bonaire,1995,11.03054401
Bonaire,2000,11.13247786
Bonaire,2001,11.13247786
Bonaire,2002,11.13247786
Bonaire,2003,11.13247786
Bonaire,2004,11.13247786
Bonaire,2005,11.13247786
Bonaire,2006,11.13247786
Bonaire,2007,11.13247786
Bonaire,2008,11.13247786
Bonaire,2009,11.13247786
Bonaire,2010,11.13681547
Bonaire,2011,11.13681547
Bonaire,2012,11.13681547
Bonaire,2013,11.13681547
Bonaire,2014,11.13681547
Bonaire,2015,99.69853606
Bonaire,2016,99.69853606
Bonaire,2017,99.69853606
Bonaire,2018,99.69853606
Bonaire,2019,99.69853606
Bonaire,2020,99.69853606
Bonaire,2021,99.69853606
OECD - Total,1950,0.457613061
OECD - Total,1960,0.476174558
OECD - Total,1970,0.545509846
OECD - Total,1980,1.37076569
OECD - Total,1985,2.188639475
OECD - Total,1990,2.284673771
OECD - Total,1995,2.488875116
OECD - Total,2000,2.671124329
OECD - Total,2001,2.859190006
OECD - Total,2002,2.91579601
OECD - Total,2003,2.955413413
OECD - Total,2004,3.078044661
OECD - Total,2005,3.210689597
OECD - Total,2006,6.499275308
OECD - Total,2007,8.946793484
OECD - Total,2008,9.01537306
OECD - Total,2009,9.133534761
OECD - Total,2010,9.527567657
OECD - Total,2011,9.650323712
OECD - Total,2012,10.60449626
OECD - Total,2013,10.73175854
OECD - Total,2014,10.92751743
OECD - Total,2015,10.93862413
OECD - Total,2016,12.82603185
OECD - Total,2017,13.62666656
OECD - Total,2018,20.28309793
OECD - Total,2019,21.54373009
OECD - Total,2020,21.54607251
OECD - Total,2021,21.54607251
OECD - Europe,1950,2.32714668
OECD - Europe,1960,2.336829656
OECD - Europe,1970,2.366118942
OECD - Europe,1980,2.564215016
OECD - Europe,1985,2.745246888
OECD - Europe,1990,2.893168617
OECD - Europe,1995,2.996358974
OECD - Europe,2000,3.499971615
OECD - Europe,2001,3.539988189
OECD - Europe,2002,3.578502233
OECD - Europe,2003,3.615191691
OECD - Europe,2004,4.119528167
OECD - Europe,2005,4.331344751
OECD - Europe,2006,4.466946675
OECD - Europe,2007,4.642362704
OECD - Europe,2008,4.897185269
OECD - Europe,2009,5.199793075
OECD - Europe,2010,5.331090401
OECD - Europe,2011,5.880474385
OECD - Europe,2012,6.683223659
OECD - Europe,2013,6.838989174
OECD - Europe,2014,8.011239067
OECD - Europe,2015,8.056803994
OECD - Europe,2016,8.715841941
OECD - Europe,2017,9.387714744
OECD - Europe,2018,10.13750839
OECD - Europe,2019,11.62565325
OECD - Europe,2020,11.6345595
OECD - Europe,2021,11.6345595
Euro area (19 countries),1950,3.669146656
Euro area (19 countries),1960,3.670152847
Euro area (19 countries),1970,3.699864209
Euro area (19 countries),1980,3.790565079
Euro area (19 countries),1985,3.941606823
Euro area (19 countries),1990,4.100863392
Euro area (19 countries),1995,4.189289553
Euro area (19 countries),2000,4.878885081
Euro area (19 countries),2001,4.932626425
Euro area (19 countries),2002,4.96751248
Euro area (19 countries),2003,4.977793589
Euro area (19 countries),2004,5.380754843
Euro area (19 countries),2005,5.518608307
Euro area (19 countries),2006,5.719842777
Euro area (19 countries),2007,5.980861122
Euro area (19 countries),2008,6.256093303
Euro area (19 countries),2009,6.652136999
Euro area (19 countries),2010,6.732916114
Euro area (19 countries),2011,7.060468794
Euro area (19 countries),2012,8.063854355
Euro area (19 countries),2013,8.106071226
Euro area (19 countries),2014,8.696710332
Euro area (19 countries),2015,8.764673097
Euro area (19 countries),2016,9.392997624
Euro area (19 countries),2017,9.413820373
Euro area (19 countries),2018,10.50850153
Euro area (19 countries),2019,10.60891573
Euro area (19 countries),2020,10.60891573
Euro area (19 countries),2021,10.60891573
Saint Barthélemy,1950,0
Saint Barthélemy,1960,0
Saint Barthélemy,1970,0
Saint Barthélemy,1980,0
Saint Barthélemy,1985,0
Saint Barthélemy,1990,0
Saint Barthélemy,1995,0
Saint Barthélemy,2000,0.402414487
Saint Barthélemy,2001,0.402414487
Saint Barthélemy,2002,0.402414487
Saint Barthélemy,2003,0.402414487
Saint Barthélemy,2004,0.402414487
Saint Barthélemy,2005,0.402414487
Saint Barthélemy,2006,0.402414487
Saint Barthélemy,2007,0.402414487
Saint Barthélemy,2008,0.402414487
Saint Barthélemy,2009,0.402414487
Saint Barthélemy,2010,98.36679652
Saint Barthélemy,2011,98.36679652
Saint Barthélemy,2012,98.36679652
Saint Barthélemy,2013,98.36679652
Saint Barthélemy,2014,98.36679652
Saint Barthélemy,2015,98.39462306
Saint Barthélemy,2016,98.39462306
Saint Barthélemy,2017,98.39462306
Saint Barthélemy,2018,98.39462306
Saint Barthélemy,2019,98.39462306
Saint Barthélemy,2020,98.39462306
Saint Barthélemy,2021,98.39462306
OECD Asia Oceania,1950,0.061070249
OECD Asia Oceania,1960,0.078239698
OECD Asia Oceania,1970,0.095132078
OECD Asia Oceania,1980,2.148787569
OECD Asia Oceania,1985,4.30725503
OECD Asia Oceania,1990,4.368405516
OECD Asia Oceania,1995,4.466541284
OECD Asia Oceania,2000,4.614669509
OECD Asia Oceania,2001,5.13119341
OECD Asia Oceania,2002,5.271102662
OECD Asia Oceania,2003,5.346619595
OECD Asia Oceania,2004,5.377638626
OECD Asia Oceania,2005,5.405279952
OECD Asia Oceania,2006,5.442581227
OECD Asia Oceania,2007,12.30790692
OECD Asia Oceania,2008,12.31351495
OECD Asia Oceania,2009,12.48053452
OECD Asia Oceania,2010,12.48530339
OECD Asia Oceania,2011,12.51946216
OECD Asia Oceania,2012,14.8574217
OECD Asia Oceania,2013,15.09896065
OECD Asia Oceania,2014,15.10701437
OECD Asia Oceania,2015,15.10711793
OECD Asia Oceania,2016,15.21096693
OECD Asia Oceania,2017,15.27834642
OECD Asia Oceania,2018,28.58944466
OECD Asia Oceania,2019,28.58997511
OECD Asia Oceania,2020,28.58998393
OECD Asia Oceania,2021,28.58998393
OECD America,1950,0.115568562
OECD America,1960,0.138121904
OECD America,1970,0.258831103
OECD America,1980,0.407058691
OECD America,1985,0.470062643
OECD America,1990,0.573863603
OECD America,1995,0.888700076
OECD America,2000,0.987546384
OECD America,2001,0.987977193
OECD America,2002,0.990452816
OECD America,2003,1.005105481
OECD America,2004,1.06559886
OECD America,2005,1.247520293
OECD America,2006,7.9465101
OECD America,2007,7.964747394
OECD America,2008,8.016215871
OECD America,2009,8.037036822
OECD America,2010,8.800793806
OECD America,2011,8.844126293
OECD America,2012,8.848973088
OECD America,2013,8.884047571
OECD America,2014,8.887115788
OECD America,2015,8.894588444
OECD America,2016,12.48428039
OECD America,2017,13.85823501
OECD America,2018,17.69071702
OECD America,2019,19.78568422
OECD America,2020,19.7875062
OECD America,2021,19.7875062
"Eastern Europe, Caucasus and Central Asia",1950,0.007814657
"Eastern Europe, Caucasus and Central Asia",1960,0.015124316
"Eastern Europe, Caucasus and Central Asia",1970,0.018985667
"Eastern Europe, Caucasus and Central Asia",1980,0.116938211
"Eastern Europe, Caucasus and Central Asia",1985,0.123964217
"Eastern Europe, Caucasus and Central Asia",1990,0.131787165
"Eastern Europe, Caucasus and Central Asia",1995,0.222315735
"Eastern Europe, Caucasus and Central Asia",2000,0.346682945
"Eastern Europe, Caucasus and Central Asia",2001,0.34669199
"Eastern Europe, Caucasus and Central Asia",2002,0.346701035
"Eastern Europe, Caucasus and Central Asia",2003,0.346701035
"Eastern Europe, Caucasus and Central Asia",2004,0.501669119
"Eastern Europe, Caucasus and Central Asia",2005,0.501800268
"Eastern Europe, Caucasus and Central Asia",2006,0.50180479
"Eastern Europe, Caucasus and Central Asia",2007,0.502368956
"Eastern Europe, Caucasus and Central Asia",2008,0.502463926
"Eastern Europe, Caucasus and Central Asia",2009,1.311746725
"Eastern Europe, Caucasus and Central Asia",2010,1.321076377
"Eastern Europe, Caucasus and Central Asia",2011,1.321176999
"Eastern Europe, Caucasus and Central Asia",2012,1.325517345
"Eastern Europe, Caucasus and Central Asia",2013,1.407875372
"Eastern Europe, Caucasus and Central Asia",2014,1.408243946
"Eastern Europe, Caucasus and Central Asia",2015,1.408265427
"Eastern Europe, Caucasus and Central Asia",2016,1.408344568
"Eastern Europe, Caucasus and Central Asia",2017,1.421206191
"Eastern Europe, Caucasus and Central Asia",2018,1.979282592
"Eastern Europe, Caucasus and Central Asia",2019,1.979299551
"Eastern Europe, Caucasus and Central Asia",2020,2.03787556
"Eastern Europe, Caucasus and Central Asia",2021,2.03787556
Latin America and Caribbean,1950,0.012562471
Latin America and Caribbean,1960,0.017076714
Latin America and Caribbean,1970,0.06913101
Latin America and Caribbean,1980,0.803997843
Latin America and Caribbean,1985,0.889198458
Latin America and Caribbean,1990,0.95191063
Latin America and Caribbean,1995,1.283179032
Latin America and Caribbean,2000,1.456756277
Latin America and Caribbean,2001,1.504772703
Latin America and Caribbean,2002,1.528666037
Latin America and Caribbean,2003,1.557594725
Latin America and Caribbean,2004,1.789696042
Latin America and Caribbean,2005,2.126871417
Latin America and Caribbean,2006,2.132335915
Latin America and Caribbean,2007,2.152209734
Latin America and Caribbean,2008,2.225318569
Latin America and Caribbean,2009,2.316456908
Latin America and Caribbean,2010,3.094953011
Latin America and Caribbean,2011,3.143870257
Latin America and Caribbean,2012,8.981209871
Latin America and Caribbean,2013,8.994194444
Latin America and Caribbean,2014,9.011081444
Latin America and Caribbean,2015,9.378259516
Latin America and Caribbean,2016,13.17858754
Latin America and Caribbean,2017,14.12141894
Latin America and Caribbean,2018,22.83497509
Latin America and Caribbean,2019,23.67037141
Latin America and Caribbean,2020,23.67349175
Latin America and Caribbean,2021,23.67349175
Middle East and North Africa,1950,0.059055793
Middle East and North Africa,1960,0.059055793
Middle East and North Africa,1970,0.059096072
Middle East and North Africa,1980,0.094246823
Middle East and North Africa,1985,0.140784261
Middle East and North Africa,1990,0.29174394
Middle East and North Africa,1995,0.493107909
Middle East and North Africa,2000,0.557802239
Middle East and North Africa,2001,0.690736753
Middle East and North Africa,2002,0.691003686
Middle East and North Africa,2003,0.757648686
Middle East and North Africa,2004,0.765592418
Middle East and North Africa,2005,0.854109933
Middle East and North Africa,2006,0.915726364
Middle East and North Africa,2007,0.93710817
Middle East and North Africa,2008,0.976144953
Middle East and North Africa,2009,0.976202495
Middle East and North Africa,2010,0.998036969
Middle East and North Africa,2011,0.998154931
Middle East and North Africa,2012,1.010840159
Middle East and North Africa,2013,1.010998401
Middle East and North Africa,2014,1.050590467
Middle East and North Africa,2015,1.050590467
Middle East and North Africa,2016,1.129904071
Middle East and North Africa,2017,1.131946828
Middle East and North Africa,2018,1.13204465
Middle East and North Africa,2019,1.136475417
Middle East and North Africa,2020,1.136475417
Middle East and North Africa,2021,1.136475417
Saint Martin,1950,0
Saint Martin,1960,0
Saint Martin,1970,0
Saint Martin,1980,0
Saint Martin,1985,0
Saint Martin,1990,0
Saint Martin,1995,0
Saint Martin,2000,3.20528308
Saint Martin,2001,3.20528308
Saint Martin,2002,3.20528308
Saint Martin,2003,3.22139003
Saint Martin,2004,3.22139003
Saint Martin,2005,3.22139003
Saint Martin,2006,3.22139003
Saint Martin,2007,3.22139003
Saint Martin,2008,3.22139003
Saint Martin,2009,3.22139003
Saint Martin,2010,96.54505919
Saint Martin,2011,96.54505919
Saint Martin,2012,96.54505919
Saint Martin,2013,96.54505919
Saint Martin,2014,96.57727309
Saint Martin,2015,96.57727309
Saint Martin,2016,96.57727309
Saint Martin,2017,96.57727309
Saint Martin,2018,96.57727309
Saint Martin,2019,96.57727309
Saint Martin,2020,96.57727309
Saint Martin,2021,96.57727309
Clipperton Island,1950,0
Clipperton Island,1960,0
Clipperton Island,1970,0
Clipperton Island,1980,0
Clipperton Island,1985,0
Clipperton Island,1990,0
Clipperton Island,1995,0
Clipperton Island,2000,0
Clipperton Island,2001,0
Clipperton Island,2002,0
Clipperton Island,2003,0
Clipperton Island,2004,0
Clipperton Island,2005,0
Clipperton Island,2006,0
Clipperton Island,2007,0
Clipperton Island,2008,0
Clipperton Island,2009,0
Clipperton Island,2010,0
Clipperton Island,2011,0
Clipperton Island,2012,0
Clipperton Island,2013,0
Clipperton Island,2014,0
Clipperton Island,2015,0
Clipperton Island,2016,0.414849506
Clipperton Island,2017,0.414849506
Clipperton Island,2018,0.414849506
Clipperton Island,2019,0.414849506
Clipperton Island,2020,0.414849506
Clipperton Island,2021,0.414849506
Areas beyond national jurisdiction,1950,0.007364314
Areas beyond national jurisdiction,1960,0.007364314
Areas beyond national jurisdiction,1970,0.007364314
Areas beyond national jurisdiction,1980,0.007364314
Areas beyond national jurisdiction,1985,0.007364314
Areas beyond national jurisdiction,1990,0.007364314
Areas beyond national jurisdiction,1995,0.007364314
Areas beyond national jurisdiction,2000,0.007364314
Areas beyond national jurisdiction,2001,0.018056987
Areas beyond national jurisdiction,2002,0.018057368
Areas beyond national jurisdiction,2003,0.018057368
Areas beyond national jurisdiction,2004,0.018057368
Areas beyond national jurisdiction,2005,0.018057368
Areas beyond national jurisdiction,2006,0.020906737
Areas beyond national jurisdiction,2007,0.021857993
Areas beyond national jurisdiction,2008,0.021857993
Areas beyond national jurisdiction,2009,0.021864081
Areas beyond national jurisdiction,2010,0.157662743
Areas beyond national jurisdiction,2011,0.15775039
Areas beyond national jurisdiction,2012,0.24115668
Areas beyond national jurisdiction,2013,0.246276523
Areas beyond national jurisdiction,2014,0.246875798
Areas beyond national jurisdiction,2015,0.246918754
Areas beyond national jurisdiction,2016,0.300302294
Areas beyond national jurisdiction,2017,0.49679224
Areas beyond national jurisdiction,2018,0.496924872
Areas beyond national jurisdiction,2019,0.507979292
Areas beyond national jurisdiction,2020,0.507979292
Areas beyond national jurisdiction,2021,0.507979292
Dominican Republic,1950,0
Dominican Republic,1960,0
Dominican Republic,1970,0.000213355
Dominican Republic,1980,0.000213355
Dominican Republic,1985,0.233931715
Dominican Republic,1990,0.236586797
Dominican Republic,1995,0.236586797
Dominican Republic,2000,0.236586797
Dominican Republic,2001,0.236586797
Dominican Republic,2002,0.236586797
Dominican Republic,2003,0.236586797
Dominican Republic,2004,9.708450629
Dominican Republic,2005,9.708450629
Dominican Republic,2006,9.708450629
Dominican Republic,2007,9.708450629
Dominican Republic,2008,9.708450629
Dominican Republic,2009,12.61936906
Dominican Republic,2010,12.61936906
Dominican Republic,2011,12.61946389
Dominican Republic,2012,12.61946389
Dominican Republic,2013,12.61946389
Dominican Republic,2014,12.80000948
Dominican Republic,2015,12.80000948
Dominican Republic,2016,12.80000948
Dominican Republic,2017,12.80000948
Dominican Republic,2018,12.80000948
Dominican Republic,2019,12.80000948
Dominican Republic,2020,12.80000948
Dominican Republic,2021,12.80000948
Ecuador,1950,0
Ecuador,1960,0
Ecuador,1970,0
Ecuador,1980,12.50436723
Ecuador,1985,12.50436723
Ecuador,1990,12.51291335
Ecuador,1995,12.52372763
Ecuador,2000,12.52372763
Ecuador,2001,12.52634412
Ecuador,2002,12.5273648
Ecuador,2003,12.5273648
Ecuador,2004,12.54096569
Ecuador,2005,12.54096569
Ecuador,2006,12.54096569
Ecuador,2007,12.55011935
Ecuador,2008,12.59730527
Ecuador,2009,12.64678367
Ecuador,2010,12.64678367
Ecuador,2011,12.64886552
Ecuador,2012,12.66286333
Ecuador,2013,12.66286333
Ecuador,2014,12.68676817
Ecuador,2015,12.815365
Ecuador,2016,12.88474654
Ecuador,2017,12.99698828
Ecuador,2018,12.99698828
Ecuador,2019,12.99698828
Ecuador,2020,12.99698828
Ecuador,2021,12.99698828
Uruguay,1950,0
Uruguay,1960,0
Uruguay,1970,0.000165479
Uruguay,1980,0.000165479
Uruguay,1985,0.000386118
Uruguay,1990,0.000386118
Uruguay,1995,0.000386118
Uruguay,2000,0.000717076
Uruguay,2001,0.000717076
Uruguay,2002,0.000717076
Uruguay,2003,0.000717076
Uruguay,2004,0.009321993
Uruguay,2005,0.009321993
Uruguay,2006,0.009321993
Uruguay,2007,0.009321993
Uruguay,2008,0.009321993
Uruguay,2009,0.131059502
Uruguay,2010,0.190907802
Uruguay,2011,0.233932386
Uruguay,2012,0.233932386
Uruguay,2013,0.233932386
Uruguay,2014,0.40062507
Uruguay,2015,0.5701309
Uruguay,2016,0.5701309
Uruguay,2017,0.59798656
Uruguay,2018,0.59798656
Uruguay,2019,0.59798656
Uruguay,2020,0.59798656
Uruguay,2021,0.59798656
OECD arithmetic average,1950,1.431594569
OECD arithmetic average,1960,1.445856992
OECD arithmetic average,1970,1.516520562
OECD arithmetic average,1980,2.161910725
OECD arithmetic average,1985,2.846118183
OECD arithmetic average,1990,3.114727783
OECD arithmetic average,1995,3.421845657
OECD arithmetic average,2000,4.214429247
OECD arithmetic average,2001,4.309939888
OECD arithmetic average,2002,4.389280761
OECD arithmetic average,2003,4.463121486
OECD arithmetic average,2004,6.512910747
OECD arithmetic average,2005,7.210847988
OECD arithmetic average,2006,7.837338404
OECD arithmetic average,2007,9.075819151
OECD arithmetic average,2008,9.49859135
OECD arithmetic average,2009,10.033654
OECD arithmetic average,2010,10.48968522
OECD arithmetic average,2011,11.61100733
OECD arithmetic average,2012,12.27260097
OECD arithmetic average,2013,12.53196317
OECD arithmetic average,2014,12.90446992
OECD arithmetic average,2015,13.00087691
OECD arithmetic average,2016,14.25695716
OECD arithmetic average,2017,14.86808392
OECD arithmetic average,2018,16.85204425
OECD arithmetic average,2019,17.67105044
OECD arithmetic average,2020,17.67606751
OECD arithmetic average,2021,17.67606751
European Union – 27 countries (from 01/02/2020),1950,3.392949639
European Union – 27 countries (from 01/02/2020),1960,3.395220286
European Union – 27 countries (from 01/02/2020),1970,3.430809813
European Union – 27 countries (from 01/02/2020),1980,3.609684311
European Union – 27 countries (from 01/02/2020),1985,3.812482825
European Union – 27 countries (from 01/02/2020),1990,3.976716882
European Union – 27 countries (from 01/02/2020),1995,4.09070436
European Union – 27 countries (from 01/02/2020),2000,4.772763322
European Union – 27 countries (from 01/02/2020),2001,4.826730639
European Union – 27 countries (from 01/02/2020),2002,4.862771971
European Union – 27 countries (from 01/02/2020),2003,4.905518936
European Union – 27 countries (from 01/02/2020),2004,5.464456894
European Union – 27 countries (from 01/02/2020),2005,5.722418676
European Union – 27 countries (from 01/02/2020),2006,5.91361812
European Union – 27 countries (from 01/02/2020),2007,6.175578034
European Union – 27 countries (from 01/02/2020),2008,6.513063586
European Union – 27 countries (from 01/02/2020),2009,6.957424395
European Union – 27 countries (from 01/02/2020),2010,7.033119828
European Union – 27 countries (from 01/02/2020),2011,7.336918117
European Union – 27 countries (from 01/02/2020),2012,8.287963764
European Union – 27 countries (from 01/02/2020),2013,8.34534951
European Union – 27 countries (from 01/02/2020),2014,8.970046535
European Union – 27 countries (from 01/02/2020),2015,9.044285232
European Union – 27 countries (from 01/02/2020),2016,9.810684254
European Union – 27 countries (from 01/02/2020),2017,9.851974484
European Union – 27 countries (from 01/02/2020),2018,10.9078536
European Union – 27 countries (from 01/02/2020),2019,11.00278724
European Union – 27 countries (from 01/02/2020),2020,11.00278724
European Union – 27 countries (from 01/02/2020),2021,11.00278724
